# Venue categories - hand-maintained source, merged on top of the
# TicketPortal export by tools/build_venue_tiers.py.
#
# See tools/venue_categories.sample.csv for the format and what each
# column means. Edit this file directly, or merge another file in with:
#     python tools/build_venue_tiers.py --import <file.csv>
# Then rebuild:
#     python tools/build_venue_tiers.py

venue,section,row_from,row_to,tier,sort
memorial stadium - ne,,,,Cat C - Home 200 Middle Clubs,6
memorial stadium - ne,,,,Cat D - Home 200 Corner Clubs,7
memorial stadium - ne,,,,Cat E - Visitor 200 Middle Clubs,8
memorial stadium - ne,,,,Cat F - Visitor 200 Corner Clubs,9
memorial stadium - ne,,,,Cat G - Home Sideline Corner,10
memorial stadium - ne,,,,Cat H - Visitor Sideline Corner,11
memorial stadium - ne,,,,Cat I - 400 Middle Clubs,12
memorial stadium - ne,,,,Cat J - 400 Corner Clubs,13
memorial stadium - ne,,,,Cat K - Endzone Below Row 30,14
memorial stadium - ne,,,,Cat L - Endzone Above Row 30,15
memorial stadium - ne,,,,Cat M - 600 Middle,16
memorial stadium - ne,,,,Cat N - 600 Corners,17
memorial stadium - ne,,,,Club / Mezz (200s),19
memorial stadium - ne,,,,Other,0
memorial stadium - ne,,,,Upper (300s),21
memorial stadium - ne,,,,Upper (400+),20
michigan stadium,1,1,40,Cat B - 25-50 yardline Visitor Side rows 1-40,
michigan stadium,1,41,96,Cat B1 - 25-50 yardline Visitor Side rows 41-96,
michigan stadium,10,1,40,Cat G - South Endzone Rows 1-40,
michigan stadium,10,41,96,Cat G1 - South Endzone Rows 41-96,
michigan stadium,11,1,40,Cat G - South Endzone Rows 1-40,
michigan stadium,11,41,96,Cat G1 - South Endzone Rows 41-96,
michigan stadium,12,1,40,Cat G - South Endzone Rows 1-40,
michigan stadium,12,41,96,Cat G1 - South Endzone Rows 41-96,
michigan stadium,13,1,40,Cat G - South Endzone Rows 1-40,
michigan stadium,13,41,96,Cat G1 - South Endzone Rows 41-96,
michigan stadium,14,1,40,Cat E - Corner Home Sideline Rows 1-40,
michigan stadium,14,41,96,Cat E1 - Corner Home Sideline Rows 41-96,
michigan stadium,15,1,40,Cat E - Corner Home Sideline Rows 1-40,
michigan stadium,15,41,96,Cat E1 - Corner Home Sideline Rows 41-96,
michigan stadium,16,1,40,Cat E - Corner Home Sideline Rows 1-40,
michigan stadium,16,41,96,Cat E1 - Corner Home Sideline Rows 41-96,
michigan stadium,17,1,40,Cat E - Corner Home Sideline Rows 1-40,
michigan stadium,17,41,96,Cat E1 - Corner Home Sideline Rows 41-96,
michigan stadium,18,1,20,Cat C - G-25 yardline Home side rows 1-40,
michigan stadium,18,21,96,Cat E - Corner Home Sideline Rows 1-40,
michigan stadium,19,1,40,Cat C - G-25 yardline Home side rows 1-40,
michigan stadium,19,41,96,Cat C1 - G-25 yardline Home side rows 41-Top,
michigan stadium,1:13,,,Other,
michigan stadium,1:16,,,Other,
michigan stadium,1:17,,,Other,
michigan stadium,1:18,,,Other,
michigan stadium,1:2,,,Other,
michigan stadium,1:21,,,Other,
michigan stadium,1:3,,,Other,
michigan stadium,1:35,,,Other,
michigan stadium,1:36,,,Other,
michigan stadium,1:37,,,Other,
michigan stadium,1:41,,,Other,
michigan stadium,1:42,,,Other,
michigan stadium,1:43,,,Other,
michigan stadium,1:5,,,Other,
michigan stadium,1:6,,,Other,
michigan stadium,1:9,,,Other,
michigan stadium,1;16,,,Other,
michigan stadium,1;23,,,Other,
michigan stadium,1;307E,,,Upper (300s),
michigan stadium,1;35,,,Other,
michigan stadium,1;4,,,Other,
michigan stadium,1;44,,,Other,
michigan stadium,1;9,,,Other,
michigan stadium,2,1,40,Cat B - 25-50 yardline Visitor Side rows 1-40,
michigan stadium,2,41,96,Cat B1 - 25-50 yardline Visitor Side rows 41-96,
michigan stadium,20,1,40,Cat C - G-25 yardline Home side rows 1-40,
michigan stadium,20,41,96,Cat C1 - G-25 yardline Home side rows 41-Top,
michigan stadium,21,1,40,Cat C - G-25 yardline Home side rows 1-40,
michigan stadium,21,41,96,Cat C1 - G-25 yardline Home side rows 41-Top,
michigan stadium,22,1,40,Cat A - 25-50 yardline Home side rows 1-40,
michigan stadium,22,41,84,Cat A1 - 25-50 yardline Home side rows 41-84,
michigan stadium,22,85,96,Cat A2 - 25-50 yardline Home side rows 85 and up (Chairback seating),
michigan stadium,22-24,,,Other,
michigan stadium,23,1,40,Cat A - 25-50 yardline Home side rows 1-40,
michigan stadium,23,41,84,Cat A1 - 25-50 yardline Home side rows 41-84,
michigan stadium,23,85,96,Cat A2 - 25-50 yardline Home side rows 85 and up (Chairback seating),
michigan stadium,24,1,40,Cat A - 25-50 yardline Home side rows 1-40,
michigan stadium,24,41,84,Cat A1 - 25-50 yardline Home side rows 41-84,
michigan stadium,24,85,96,Cat A2 - 25-50 yardline Home side rows 85 and up (Chairback seating),
michigan stadium,25,1,40,Cat C - G-25 yardline Home side rows 1-40,
michigan stadium,25,41,96,Cat C1 - G-25 yardline Home side rows 41-Top,
michigan stadium,26,,,Other,
michigan stadium,27,,,Other,
michigan stadium,28,,,Other,
michigan stadium,29,,,Other,
michigan stadium,3,1,40,Cat D - G-25 yardline Visitor side rows 1-40,
michigan stadium,3,41,96,Cat D1 - G-25 yardline Visitor side rows 41-96,
michigan stadium,301,,,Upper (300s),
michigan stadium,301E,,,Upper (300s),
michigan stadium,302,,,Upper (300s),
michigan stadium,302E,,,Upper (300s),
michigan stadium,303,,,Upper (300s),
michigan stadium,303E,,,Upper (300s),
michigan stadium,304,,,Upper (300s),
michigan stadium,305,,,Upper (300s),
michigan stadium,306,,,Upper (300s),
michigan stadium,306E,,,Upper (300s),
michigan stadium,307,,,Upper (300s),
michigan stadium,307E,,,Upper (300s),
michigan stadium,308,,,Upper (300s),
michigan stadium,308E,,,Upper (300s),
michigan stadium,309,,,Upper (300s),
michigan stadium,309E,,,Upper (300s),
michigan stadium,31,,,Other,
michigan stadium,310,,,Upper (300s),
michigan stadium,311,,,Upper (300s),
michigan stadium,311E,,,Upper (300s),
michigan stadium,312,,,Upper (300s),
michigan stadium,312E,,,Upper (300s),
michigan stadium,313,,,Upper (300s),
michigan stadium,314,,,Upper (300s),
michigan stadium,314E,,,Upper (300s),
michigan stadium,315,,,Upper (300s),
michigan stadium,315E,,,Cat J - Clubs Visitors Sideline,
michigan stadium,316,,,Upper (300s),
michigan stadium,317,,,Upper (300s),
michigan stadium,33,,,Other,
michigan stadium,34,1,40,Cat H - North Endzone Rows 1-40,
michigan stadium,34,41,96,Cat H1 - North Endzone Rows 41-96,
michigan stadium,35,1,40,Cat H - North Endzone Rows 1-40,
michigan stadium,35,41,96,Cat H1 - North Endzone Rows 41-96,
michigan stadium,36,1,40,Cat H - North Endzone Rows 1-40,
michigan stadium,36,41,96,Cat H1 - North Endzone Rows 41-96,
michigan stadium,37,1,40,Cat H - North Endzone Rows 1-40,
michigan stadium,37,41,96,Cat H1 - North Endzone Rows 41-96,
michigan stadium,38,1,40,Cat F - Corner Visitor Sideline Rows 1-40,
michigan stadium,38,41,96,Cat F1 - Corner Visitor Sideline Rows 41-96,
michigan stadium,39,1,40,Cat F - Corner Visitor Sideline Rows 1-40,
michigan stadium,39,41,96,Cat F1 - Corner Visitor Sideline Rows 41-96,
michigan stadium,4,1,40,Cat D - G-25 yardline Visitor side rows 1-40,
michigan stadium,4,41,96,Cat D1 - G-25 yardline Visitor side rows 41-96,
michigan stadium,4.,,,Other,
michigan stadium,40,1,40,Cat F - Corner Visitor Sideline Rows 1-40,
michigan stadium,40,41,96,Cat F1 - Corner Visitor Sideline Rows 41-96,
michigan stadium,401,,,Upper (400+),
michigan stadium,401W,,,Cat I - Clubs Home Sideline,
michigan stadium,402,,,Upper (400+),
michigan stadium,403,,,Upper (400+),
michigan stadium,404,,,Upper (400+),
michigan stadium,404E,,,Upper (400+),
michigan stadium,405,,,Upper (400+),
michigan stadium,405E,,,Upper (400+),
michigan stadium,406,,,Upper (400+),
michigan stadium,407,,,Upper (400+),
michigan stadium,408,,,Upper (400+),
michigan stadium,409,,,Upper (400+),
michigan stadium,409E,,,Cat J - Clubs Visitors Sideline,
michigan stadium,41,1,40,Cat F - Corner Visitor Sideline Rows 1-40,
michigan stadium,41,41,96,Cat F1 - Corner Visitor Sideline Rows 41-96,
michigan stadium,410,,,Upper (400+),
michigan stadium,411,,,Upper (400+),
michigan stadium,412,,,Upper (400+),
michigan stadium,413,,,Upper (400+),
michigan stadium,414,,,Upper (400+),
michigan stadium,415,,,Upper (400+),
michigan stadium,415E,,,Upper (400+),
michigan stadium,416,,,Upper (400+),
michigan stadium,416E,,,Upper (400+),
michigan stadium,417,,,Upper (400+),
michigan stadium,418,,,Upper (400+),
michigan stadium,419,,,Upper (400+),
michigan stadium,419E,,,Upper (400+),
michigan stadium,42,1,40,Cat D - G-25 yardline Visitor side rows 1-40,
michigan stadium,42,41,96,Cat D1 - G-25 yardline Visitor side rows 41-96,
michigan stadium,43,1,40,Cat D - G-25 yardline Visitor side rows 1-40,
michigan stadium,43,41,96,Cat D1 - G-25 yardline Visitor side rows 41-96,
michigan stadium,44,1,40,Cat B - 25-50 yardline Visitor Side rows 1-40,
michigan stadium,44,41,96,Cat B1 - 25-50 yardline Visitor Side rows 41-96,
michigan stadium,5,1,40,Cat F - Corner Visitor Sideline Rows 1-40,
michigan stadium,5,41,96,Cat F1 - Corner Visitor Sideline Rows 41-96,
michigan stadium,6,1,40,Cat F - Corner Visitor Sideline Rows 1-40,
michigan stadium,6,41,96,Cat F1 - Corner Visitor Sideline Rows 41-96,
michigan stadium,601 W STADIUM BLVD,,,Upper (400+),
michigan stadium,601 W. STADIUM BLVD,,,Upper (400+),
michigan stadium,601 W. STADIUM BLVD - 0.5 MI FROM VENUE,,,Upper (400+),
michigan stadium,7,1,40,Cat F - Corner Visitor Sideline Rows 1-40,
michigan stadium,7,41,96,Cat F1 - Corner Visitor Sideline Rows 41-96,
michigan stadium,8,1,40,Cat F - Corner Visitor Sideline Rows 1-40,
michigan stadium,8,41,96,Cat F1 - Corner Visitor Sideline Rows 41-96,
michigan stadium,9,1,40,Cat G - South Endzone Rows 1-40,
michigan stadium,9,41,96,Cat G1 - South Endzone Rows 41-96,
michigan stadium,BLUE,,,Other,
michigan stadium,BLUE LOT,,,Other,
michigan stadium,BROWN,,,Other,
michigan stadium,BROWN LOT,,,Other,
michigan stadium,CB24,,,Other,
michigan stadium,CHAIRBACKS 24,,,Other,
michigan stadium,CHAMPIONS EAST,,,Other,
michigan stadium,CHAMPIONS EAST LOT,,,Other,
michigan stadium,CLUB 301,,,Upper (300s),
michigan stadium,CLUB 302,,,Upper (300s),
michigan stadium,CLUB 303,,,Upper (300s),
michigan stadium,CLUB 307,,,Upper (300s),
michigan stadium,CLUB 309,,,Upper (300s),
michigan stadium,CLUB 312,,,Upper (300s),
michigan stadium,CLUB 314,,,Upper (300s),
michigan stadium,CLUB 315,,,Upper (300s),
michigan stadium,CLUB 405E,,,Upper (400+),
michigan stadium,CLUB 409E,,,Upper (400+),
michigan stadium,CLUB 416E,,,Upper (400+),
michigan stadium,CLUB 419E,,,Upper (400+),
michigan stadium,EAST 307,,,Upper (300s),
michigan stadium,END ZONE,,,Other,
michigan stadium,END ZONE 34,,,Other,
michigan stadium,GA,,,Floor / GA,
michigan stadium,GREY LOT,,,Other,
michigan stadium,MIDFIELD,,,Other,
michigan stadium,P:BROWN,,,Other,
michigan stadium,P:GREY,,,Other,
michigan stadium,PIONEER HIGH SCHOOL,,,Other,
michigan stadium,PIONEER HS LOT,,,Other,
michigan stadium,PIONEER LOT,,,Other,
michigan stadium,PREGAME TAILGATE,,,Other,
michigan stadium,SIDELINE,,,Other,
michigan stadium,WOLVERINES MIDFIELD,,,Other,
michigan stadium,WOLVERINES SIDELINE,,,Other,
michigan stadium,,,,Cat A - 25-50 yardline Home side rows 1-40,0
michigan stadium,,,,Cat A1 - 25-50 yardline Home side rows 41-84,4
michigan stadium,,,,Cat A2 - 25-50 yardline Home side rows 85 and up (Chairback seating),5
michigan stadium,,,,Cat B - 25-50 yardline Visitor Side rows 1-40,1
michigan stadium,,,,Cat B1 - 25-50 yardline Visitor Side rows 41-96,6
michigan stadium,,,,Cat C - G-25 yardline Home side rows 1-40,2
michigan stadium,,,,Cat C1 - G-25 yardline Home side rows 41-Top,11
michigan stadium,,,,Cat D - G-25 yardline Visitor side rows 1-40,3
michigan stadium,,,,Cat D1 - G-25 yardline Visitor side rows 41-96,13
michigan stadium,,,,Cat E - Corner Home Sideline Rows 1-40,14
michigan stadium,,,,Cat E1 - Corner Home Sideline Rows 41-96,15
michigan stadium,,,,Cat F - Corner Visitor Sideline Rows 1-40,16
michigan stadium,,,,Cat F1 - Corner Visitor Sideline Rows 41-96,17
michigan stadium,,,,Cat G - South Endzone Rows 1-40,18
michigan stadium,,,,Cat G1 - South Endzone Rows 41-96,19
michigan stadium,,,,Cat H - North Endzone Rows 1-40,20
michigan stadium,,,,Cat H1 - North Endzone Rows 41-96,21
michigan stadium,,,,Cat I - Clubs Home Sideline,22
michigan stadium,,,,Cat J - Clubs Visitors Sideline,23
michigan stadium,,,,Floor / GA,26
michigan stadium,,,,Other,7
michigan stadium,,,,Upper (300s),25
michigan stadium,,,,Upper (400+),24
moody center atx,104,,,Lower (100s),
moody center atx,105,,,Lower (100s),
moody center atx,105W,,,Lower (100s),
moody center atx,106,,,Lower (100s),
moody center atx,106W,,,Lower (100s),
moody center atx,107,,,Lower (100s),
moody center atx,108,,,Lower (100s),
moody center atx,109,,,Lower (100s),
moody center atx,110,,,Lower (100s),
moody center atx,111,,,Lower (100s),
moody center atx,112,,,Lower (100s),
moody center atx,113,,,Lower (100s),
moody center atx,114,,,Lower (100s),
moody center atx,115,,,Lower (100s),
moody center atx,116,,,Lower (100s),
moody center atx,117,,,Lower (100s),
moody center atx,118,,,Lower (100s),
moody center atx,118W,,,Lower (100s),
moody center atx,119,,,Lower (100s),
moody center atx,119W,,,Lower (100s),
moody center atx,120,,,Lower (100s),
moody center atx,121,,,Lower (100s),
moody center atx,122,,,Lower (100s),
moody center atx,1601 N INTERSTATE HWY.,,,Upper (400+),
moody center atx,1836 SAN JACINTO BLVD. GARAGE - P3156,,,Upper (400+),
moody center atx,1901 E. 12TH ST. - 0.9 MI FROM VENUE,,,Upper (400+),
moody center atx,205,,,Club / Mezz (200s),
moody center atx,206,,,Club / Mezz (200s),
moody center atx,207,,,Club / Mezz (200s),
moody center atx,207W,,,Club / Mezz (200s),
moody center atx,208,,,Club / Mezz (200s),
moody center atx,209,,,Club / Mezz (200s),
moody center atx,210,,,Club / Mezz (200s),
moody center atx,210W,,,Club / Mezz (200s),
moody center atx,211,,,Club / Mezz (200s),
moody center atx,212,,,Club / Mezz (200s),
moody center atx,213,,,Club / Mezz (200s),
moody center atx,214,,,Club / Mezz (200s),
moody center atx,215,,,Club / Mezz (200s),
moody center atx,215W,,,Club / Mezz (200s),
moody center atx,216,,,Club / Mezz (200s),
moody center atx,217,,,Club / Mezz (200s),
moody center atx,218,,,Club / Mezz (200s),
moody center atx,219,,,Club / Mezz (200s),
moody center atx,220,,,Club / Mezz (200s),
moody center atx,CLUB 105,,,Lower (100s),
moody center atx,CLUB 106,,,Lower (100s),
moody center atx,CLUB 107,,,Lower (100s),
moody center atx,CLUB 108,,,Lower (100s),
moody center atx,CLUB 109,,,Lower (100s),
moody center atx,CLUB 118,,,Lower (100s),
moody center atx,CLUB 119,,,Lower (100s),
moody center atx,CLUB 120,,,Lower (100s),
moody center atx,DELUXE HOTEL,,,Other,
moody center atx,EMERALD DELUXE,,,Other,
moody center atx,EMERALD ELITE,,,Other,
moody center atx,EMERALD FAN,,,Other,
moody center atx,FLOOR,,,Floor / GA,
moody center atx,FLOOR 1,,,Floor / GA,
moody center atx,FLOOR 2,,,Floor / GA,
moody center atx,FLOOR 3,,,Floor / GA,
moody center atx,FLOOR 4,,,Floor / GA,
moody center atx,FLOOR 5,,,Floor / GA,
moody center atx,FLOOR 6,,,Floor / GA,
moody center atx,FLOOR1,,,Floor / GA,
moody center atx,FLOOR3,,,Floor / GA,
moody center atx,FLR1,,,Floor / GA,
moody center atx,FLR2,,,Floor / GA,
moody center atx,FLR3,,,Floor / GA,
moody center atx,FLR4,,,Floor / GA,
moody center atx,FLR5,,,Floor / GA,
moody center atx,FLR6,,,Floor / GA,
moody center atx,GA1,,,Other,
moody center atx,LOWER 104,,,Lower (100s),
moody center atx,LOWER 110,,,Lower (100s),
moody center atx,LOWER 111,,,Lower (100s),
moody center atx,LOWER 113,,,Lower (100s),
moody center atx,LOWER 114,,,Lower (100s),
moody center atx,LOWER 115,,,Lower (100s),
moody center atx,LOWER 116,,,Lower (100s),
moody center atx,LOWER 117,,,Lower (100s),
moody center atx,LOWER 121,,,Lower (100s),
moody center atx,LOWER 122,,,Lower (100s),
moody center atx,MANOR,,,Other,
moody center atx,MANOR GARAGE,,,Other,
moody center atx,RESERVED,,,Other,
moody center atx,RUBY FAN,,,Other,
moody center atx,SAPPHIRE DELUXE,,,Other,
moody center atx,SAPPHIRE ELITE,,,Other,
moody center atx,SAPPHIRE FAN,,,Other,
moody center atx,STATE GARAGE Q,,,Other,
moody center atx,STATE GARAGE R,,,Other,
moody center atx,TRINITY GARAGE,,,Other,
moody center atx,TXOGA LOT,,,Other,
moody center atx,UPPER 205,,,Club / Mezz (200s),
moody center atx,UPPER 206,,,Club / Mezz (200s),
moody center atx,UPPER 207,,,Club / Mezz (200s),
moody center atx,UPPER 208,,,Club / Mezz (200s),
moody center atx,UPPER 209,,,Club / Mezz (200s),
moody center atx,UPPER 210,,,Club / Mezz (200s),
moody center atx,UPPER 211,,,Club / Mezz (200s),
moody center atx,UPPER 212,,,Club / Mezz (200s),
moody center atx,UPPER 213,,,Club / Mezz (200s),
moody center atx,UPPER 214,,,Club / Mezz (200s),
moody center atx,UPPER 215,,,Club / Mezz (200s),
moody center atx,UPPER 216,,,Club / Mezz (200s),
moody center atx,UPPER 217,,,Club / Mezz (200s),
moody center atx,UPPER 218,,,Club / Mezz (200s),
moody center atx,UPPER 219,,,Club / Mezz (200s),
moody center atx,UPPER 220,,,Club / Mezz (200s),
moody center atx,VIP R PURCHASING A TICKET GETS YOU ACCESS TO THE,,,Other,
moody center atx,VIP RIGHT,,,Other,
moody center atx,,,,Club / Mezz (200s),0
moody center atx,,,,Floor / GA,2
moody center atx,,,,Lower (100s),1
moody center atx,,,,Other,3
moody center atx,,,,Upper (400+),4
morton amphitheater,-A,,,Other,
morton amphitheater,-B,,,Other,
morton amphitheater,-C,,,Other,
morton amphitheater,-D,,,Other,
morton amphitheater,-E,,,Other,
morton amphitheater,101,,,Lower (100s),
morton amphitheater,102,,,Lower (100s),
morton amphitheater,103,,,Lower (100s),
morton amphitheater,105,,,Lower (100s),
morton amphitheater,106,,,Lower (100s),
morton amphitheater,107,,,Lower (100s),
morton amphitheater,201,,,Club / Mezz (200s),
morton amphitheater,201WC,,,Club / Mezz (200s),
morton amphitheater,202,,,Club / Mezz (200s),
morton amphitheater,203,,,Club / Mezz (200s),
morton amphitheater,204,,,Club / Mezz (200s),
morton amphitheater,205,,,Club / Mezz (200s),
morton amphitheater,206,,,Club / Mezz (200s),
morton amphitheater,207,,,Club / Mezz (200s),
morton amphitheater,208,,,Club / Mezz (200s),
morton amphitheater,208WC,,,Club / Mezz (200s),
morton amphitheater,209,,,Club / Mezz (200s),
morton amphitheater,301,,,Upper (300s),
morton amphitheater,301WC,,,Upper (300s),
morton amphitheater,302,,,Upper (300s),
morton amphitheater,302WC,,,Upper (300s),
morton amphitheater,303,,,Upper (300s),
morton amphitheater,303WC,,,Upper (300s),
morton amphitheater,304,,,Upper (300s),
morton amphitheater,304WC,,,Upper (300s),
morton amphitheater,305,,,Upper (300s),
morton amphitheater,305WC,,,Upper (300s),
morton amphitheater,306,,,Upper (300s),
morton amphitheater,306WC,,,Upper (300s),
morton amphitheater,307,,,Upper (300s),
morton amphitheater,307WC,,,Upper (300s),
morton amphitheater,308,,,Upper (300s),
morton amphitheater,308WC,,,Upper (300s),
morton amphitheater,309,,,Upper (300s),
morton amphitheater,309WC,,,Upper (300s),
morton amphitheater,310,,,Upper (300s),
morton amphitheater,310WC,,,Upper (300s),
morton amphitheater,311,,,Upper (300s),
morton amphitheater,311WC,,,Upper (300s),
morton amphitheater,312,,,Upper (300s),
morton amphitheater,312WC,,,Upper (300s),
morton amphitheater,313,,,Upper (300s),
morton amphitheater,,,,Club / Mezz (200s),2
morton amphitheater,,,,Lower (100s),1
morton amphitheater,,,,Other,3
morton amphitheater,,,,Upper (300s),0
nebraska memorial stadium,1,,,Other,
nebraska memorial stadium,10,,,Other,
nebraska memorial stadium,11,,,Other,
nebraska memorial stadium,14,,,Other,
nebraska memorial stadium,14(QUE),,,Other,
nebraska memorial stadium,14TH & AVERY GARAGE,,,Other,
nebraska memorial stadium,14TH AND AVERY GARAGE,,,Other,
nebraska memorial stadium,15,,,Other,
nebraska memorial stadium,16,,,Other,
nebraska memorial stadium,16 A,,,Other,
nebraska memorial stadium,16 B,,,Other,
nebraska memorial stadium,16 B 1,,,Other,
nebraska memorial stadium,16 B 2,,,Other,
nebraska memorial stadium,16 C,,,Other,
nebraska memorial stadium,16A,,,Other,
nebraska memorial stadium,16B,,,Other,
nebraska memorial stadium,16B1,,,Other,
nebraska memorial stadium,16B2,,,Other,
nebraska memorial stadium,16C,,,Other,
nebraska memorial stadium,17,,,Other,
nebraska memorial stadium,17TH & R ST GARAGE,,,Other,
nebraska memorial stadium,17TH & R ST PARKING GARAGE,,,Other,
nebraska memorial stadium,18,,,Other,
nebraska memorial stadium,18TH & R ST GARAGE,,,Other,
nebraska memorial stadium,19,,,Other,
nebraska memorial stadium,2,,,Other,
nebraska memorial stadium,20,,,Other,
nebraska memorial stadium,201,,,Club / Mezz (200s),
nebraska memorial stadium,202,,,Club / Mezz (200s),
nebraska memorial stadium,203,,,Club / Mezz (200s),
nebraska memorial stadium,204,,,Club / Mezz (200s),
nebraska memorial stadium,205,,,Club / Mezz (200s),
nebraska memorial stadium,206,,,Club / Mezz (200s),
nebraska memorial stadium,207,,,Club / Mezz (200s),
nebraska memorial stadium,208,,,Club / Mezz (200s),
nebraska memorial stadium,209,,,Club / Mezz (200s),
nebraska memorial stadium,21,,,Other,
nebraska memorial stadium,210,,,Club / Mezz (200s),
nebraska memorial stadium,211,,,Club / Mezz (200s),
nebraska memorial stadium,22,,,Other,
nebraska memorial stadium,221,,,Club / Mezz (200s),
nebraska memorial stadium,222,,,Club / Mezz (200s),
nebraska memorial stadium,223,,,Club / Mezz (200s),
